mcs6as_3MBPP1r1_pr_counts	mcs6as_3MBPP1r1gb_counts	mcs6as_3MBPP1r1term_counts	mcs6as_3MBPP1r1pr_map	mcs6as_3MBPP1r1gb_map	mcs6as_3MBPP1r1term_map	mcs6as_3MBPP1r1pr_density	mcs6as_3MBPP1r1pr_densityRPKM	mcs6as_3MBPP1r1gb_density	mcs6as_3MBPP1r1gb_densityRPKM	mcs6as_3MBPP1r1pause_index_CI_low	mcs6as_3MBPP1r1pause_index_CI_high	mcs6as_3MBPP1r1pause_index_scaled	mcs6as_3MBPP1r1pause_index_CI_low_scaled	mcs6as_3MBPP1r1pause_index_CI_high_scaled	mcs6as_3MBPP1r1_ExpPR	mcs6as_3MBPP1r1_ExpGB	mcs6as_3MBPP1r1Fexact_Pval
SPBC3D6.02	49	7343	1307	100	2865	300	0.49	77.3884891097813	2.5630017452007	404.789454381254	0.00498441311448108	0.00890760913609401	0.191182078169685	0.142803435729883	0.255203001749093	107	42	1
SPBC3D6.15	22	685	561	100	284	300	0.22	34.7458522533712	2.41197183098592	380.936440357863	0.0204834039984035	0.0498734547354017	0.0912116788321168	0.058172867355466	0.141640611448541	86	36	1
SPBC3D6.05	1	877	31	100	1673	300	0.01	1.57935692060778	0.524208009563658	82.7911547742393	5.94598707324005e-05	0.00741812290456274	0.0190763968072976	0.00099476363735306	0.124105196193335	34	67	1
SPBC3D6.07	12	132	5	100	1371	300	0.12	18.9522830472934	0.0962800875273523	15.2060622553047	0.0479308299268915	0.168468293212701	1.24636363636364	0.657131678297682	2.30970029994613	9	103	1
SPBC3D6.09	21	206	20	100	976	300	0.21	33.1664953327634	0.211065573770492	33.3347874636478	0.0632962055291278	0.162559848796009	0.99495145631068	0.617770965964287	1.58658412424905	21	100	1
SPBC3D6.10	55	156	1	100	2534	300	0.55	86.8646306334279	0.0615627466456196	9.72295499663827	0.2561686151278	0.48433096611673	8.93397435897436	6.49131270733845	12.272946681398	8	147	4.56394001128087e-22
SPBC3D6.12	59	2152	67	100	2708	300	0.59	93.1820583158591	0.794682422451994	125.508718358491	0.0209766237443585	0.0357548138704729	0.742434944237918	0.568046970997229	0.968240359612406	70	89	1
SPBC3D6.16	0	4	1	100	145	300	0	0	0.0275862068965517	4.35684667753871	0.0240893601812892	1.52670069174082	0	0.0349295722628694	2.21371600302419	2	98	1
SPNCRNA.1427	0	2	0	100	811	300	0	0	0.00246609124537608	0.389483827523497	0.0514242900386907	4.05388820080272	0	0.417050992213782	32.8770333085101	0	100	1
SPNCRNA.1428	4	285	29	100	2285	300	0.04	6.31742768243112	0.12472647702407	19.6987624670992	0.00446279222525039	0.0389227973070264	0.320701754385965	0.101974802346971	0.889385918465553	11	93	1
SPNCRNA.346	0	15	100	100	850	300	0	0	0.0176470588235294	2.78710044813138	0.00615095181701504	0.339527058120729	0	0.0522830904446279	2.8859799940262	1	99	1
SPBC30B4.05	18	1581	41	100	2969	300	0.18	28.4284245709401	0.532502526103065	84.1011549842001	0.00693771385187955	0.0184386868740149	0.338026565464896	0.205980724262304	0.547444613289503	41	77	1
SPNCRNA.1429	8	17	4	100	339	300	0.08	12.6348553648622	0.0501474926253687	7.92007895290038	0.186643339561973	1.15286048967567	1.59529411764706	0.632720921115088	3.90819706000051	5	103	1
SPBC30B4.08	21	272	7	100	2274	300	0.21	33.1664953327634	0.119613016710642	18.8911645736727	0.0481998451111167	0.122426029549768	1.75566176470588	1.09606447782679	2.78396791196172	12	109	1
SPBC27B12.02	35	180	26	100	656	300	0.35	55.2774922212723	0.274390243902439	43.3360130654574	0.133057896097175	0.282933419066528	1.27555555555556	0.872859798397469	1.85604322907642	29	106	1
SPBC27B12.05	3	354	42	100	1902	300	0.03	4.73807076182334	0.186119873817035	29.3949710775581	0.00217750858274994	0.0271682609270788	0.161186440677966	0.0414162132439039	0.516740322833038	16	87	1
SPBC27B12.06	17	365	122	100	2882	300	0.17	26.8490676503323	0.126648160999306	20.0022649556502	0.0277001469573422	0.0772141997972436	1.34230136986301	0.798318235310603	2.22531323815656	13	104	1
SPBC27B12.07	6	358	88	100	1393	300	0.06	9.47614152364668	0.25699928212491	40.5893594815208	0.00676351057866492	0.0387798548101744	0.233463687150838	0.0942157023608023	0.540203377505729	21	85	1
SPBC27B12.08	49	1268	2	100	8290	300	0.49	77.3884891097813	0.152955367913148	24.157111885774	0.0287298923576939	0.0518287708829123	3.20354889589905	2.38170807645282	4.29660510619343	19	130	6.42631931822351e-06
SPBC27B12.14	11	296	4	100	1421	300	0.11	17.3729261266856	0.208304011259676	32.8986381773331	0.0193159451840028	0.0695699167718304	0.528074324324324	0.27447958106468	0.98858851732771	19	92	1
SPNCRNA.1431	0	39	37	100	1447	300	0	0	0.0269523151347616	4.25673254344875	0.00234390037330292	0.125706278271577	0	0.0339162384016933	1.81896984658972	2	98	1
SPBC27B12.13	57	1599	387	100	1541	300	0.57	90.0233444746435	1.03763789746918	163.880059445285	0.0271128168834545	0.0467608608046408	0.549324577861163	0.417808508174034	0.720584864999515	79	78	1
SPBC8D2.01	173	1058	130	100	2159	300	1.73	273.228747265146	0.490041685965725	77.3950728116272	0.138765788141189	0.192604625172263	3.53031190926276	2.99595336596827	4.15833385746915	89	184	4.2939831897967e-19
SPBC8D2.04	93	1470	196	90	503	300	1.03333333333333	163.200215129471	2.92246520874751	461.561565267085	0.0510033632766074	0.0783906069831134	0.353582766439909	0.285052130312595	0.438116392361178	136	47	1
SPBC8D2.06	131	2288	63	100	3295	300	1.31	206.895756599619	0.694385432473445	109.668243834616	0.0478135908895086	0.0685170703351782	1.88656031468531	1.57545781980931	2.25763746754412	94	137	0.0112429301216344
SPBC8D2.23	13	227	67	100	178	300	0.13	20.5316399679011	1.2752808988764	201.412371335936	0.0313235406957056	0.102527111629691	0.101938325991189	0.055755902438356	0.182498258700851	63	50	1
SPBC8D2.11	13	2025	179	100	1623	300	0.13	20.5316399679011	1.24768946395564	197.054698966775	0.00356359049279733	0.0113179129735642	0.104192592592593	0.0578370736981006	0.183689727560948	62	51	1
SPBC8D2.13	29	209	27	100	2836	300	0.29	45.8013506976256	0.0736953455571227	11.6391254022224	0.0922109739336968	0.207555851211887	3.93511961722488	2.61510322075964	5.88628394036912	8	121	0.000219184556727485
SPBC8D2.15	10	491	38	100	1990	300	0.1	15.7935692060778	0.246733668341709	38.9680526642422	0.0102791424401555	0.039089902447489	0.405295315682281	0.204554934559094	0.777889058705032	21	89	1
SPBC8D2.17	247	1210	33	100	1930	300	2.47	390.101159390122	0.626943005181347	99.01667740598	0.177589984784881	0.234588902952076	3.9397520661157	3.42748670634821	4.52756582697507	133	214	1.1389603791041e-27
SPBC8D2.19	0	9	3	100	1658	300	0	0	0.00542822677925211	0.857310753044031	0.0103569347612096	0.590306163886248	0	0.171717978340854	9.78727619723398	0	100	1
SPBC17A3.02	1	57	2	100	788	300	0.01	1.57935692060778	0.0723350253807107	11.4242822937365	0.000901472259074436	0.116861476015199	0.138245614035088	0.00710360140150655	0.920868430999772	6	95	1
SPRRNA.32	2	2	3	100	186	300	0.02	3.15871384121556	0.010752688172043	1.69823324796536	0.101199373606884	9.88148408788154	1.86	0.188230834908804	18.3795604034597	1	101	1
SPBC17A3.06	1	158	23	100	983	300	0.01	1.57935692060778	0.160732451678535	25.385390992475	0.000328498129788214	0.0414836467508937	0.0622151898734177	0.00322913661581814	0.407784247561286	13	88	1
SPBC17A3.07	121	1450	213	100	1484	300	1.21	191.102187393541	0.977088948787062	154.317219331623	0.0690058598842989	0.100841115177366	1.2383724137931	1.024046960683	1.49648214923211	109	112	1
SPBC17A3.08	39	246	37	100	1446	300	0.39	61.5949199037034	0.170124481327801	26.8687276949871	0.11138729262738	0.224798288333919	2.29243902439024	1.61066025139192	3.25058324930846	20	119	0.426778189464436
SPBC17A3.10	8	180	30	100	1312	300	0.08	12.6348553648622	0.13719512195122	21.6680065327287	0.0203252606467087	0.0930137962516491	0.583111111111111	0.266667419684818	1.22034100682164	13	95	1
SPBC691.01	16	198	12	100	1366	300	0.16	25.2697107297245	0.144948755490483	22.892582011738	0.0468284827406343	0.137345987329327	1.10383838383838	0.639677074237065	1.87614618691861	14	102	1
SPNCRNA.348	0	3	37	100	118	300	0	0	0.0254237288135593	4.01531420493504	0.0327971598819604	2.22593021867193	0	0.0387006486607133	2.62659765803288	2	98	1
SPBC691.04	19	2090	287	100	1811	300	0.19	30.0077814915478	1.15405853119823	182.267032803438	0.00562137842972596	0.0145237657774099	0.164636363636364	0.101803163362337	0.263025398228894	63	56	1
SPBP22H7.03	42	660	84	100	1035	300	0.42	66.3329906655268	0.63768115942029	100.712615227163	0.0459735136190585	0.0877707143948082	0.658636363636364	0.475825865957256	0.908426893986265	55	87	1
SPBP22H7.04	1	149	10	100	2380	300	0.01	1.57935692060778	0.0626050420168067	9.88757063741846	0.000348220449827887	0.0440135688747322	0.159731543624161	0.00828764670590371	1.04752293921863	5	96	1
SPBP22H7.06	2	457	278	100	1741	300	0.02	3.15871384121556	0.262492820218265	41.4569852221571	0.000755650442084741	0.0177216453172426	0.0761925601750547	0.0131558741966953	0.308533844973194	21	81	1
SPBP22H7.07	69	724	108	100	1448	300	0.69	108.975627521937	0.5	78.967846030389	0.073846073939298	0.122792896667772	1.38	1.06929115064103	1.77804114374934	56	113	1
SPBP22H7.08	111	819	165	100	351	300	1.11	175.308618187464	2.33333333333333	368.516614808482	0.110584114620507	0.165975176974095	0.475714285714286	0.388150242317979	0.582572871179074	147	64	1
SPNCRNA.1434	1	38	14	100	835	300	0.01	1.57935692060778	0.0455089820359281	7.18749257282583	0.0013417190345932	0.177523570277566	0.219736842105263	0.0112033539388532	1.48232181181768	4	97	1
SPBC32H8.15	2	6	5	100	296	300	0.02	3.15871384121556	0.0202702702702703	3.20139916339415	0.0466205767516236	1.81092198049589	0.986666666666667	0.137996907184806	5.36032906226783	2	100	1
SPBC32H8.03	43	541	42	100	1164	300	0.43	67.9123475861346	0.464776632302406	73.4048190763582	0.057509529218158	0.109475669410328	0.925175600739372	0.669410920099359	1.27429679193622	45	98	1
SPBC32H8.05	86	543	76	100	554	300	0.86	135.824695172269	0.98014440433213	154.799784817694	0.125299122223014	0.199965281777855	0.877421731123389	0.694157137115498	1.10780766104932	92	94	1
SPBC32H8.06	5	11	1	100	1258	300	0.05	7.8967846030389	0.00874403815580286	1.38099571754257	0.138028241968496	1.41059911473824	5.71818181818182	1.73639528396368	17.7453368634071	0	105	1
SPBC32H8.07	20	212	2	100	1697	300	0.2	31.5871384121556	0.124926340601061	19.730328059449	0.0579467296606684	0.151947763085717	1.60094339622642	0.983356002341543	2.57855353956462	13	107	1
SPBC32H8.09	3	198	99	100	1619	300	0.03	4.73807076182334	0.122297714638666	19.3151741989092	0.00387753272843034	0.0488030603886251	0.24530303030303	0.0627772548732872	0.79012154769184	11	92	1
SPBC32H8.10	24	778	455	100	2415	300	0.24	37.9045660945867	0.322153209109731	50.8794900303459	0.0200824495742335	0.0469858117108122	0.744987146529563	0.484991157217738	1.13470735281611	30	94	1
SPBC32H8.11	33	1212	38	100	2018	300	0.33	52.1187783800568	0.600594648166501	94.8553314061759	0.018952128656246	0.0389120019314686	0.549455445544554	0.382453956283044	0.785244198977036	49	84	1
SPBC11B10.01	21	203	2	100	3204	300	0.21	33.1664953327634	0.0633583021223471	10.0065372934887	0.0642104047249572	0.165018326589952	3.31448275862069	2.05730136738763	5.28718718394206	7	114	0.106496995114726
SPNCRNA.1437	0	35	263	100	480	300	0	0	0.0729166666666667	11.5161442127651	0.00261349347422073	0.140450384980723	0	0.0125447686762595	0.674161847907469	6	94	1
SPBC11B10.03	12	525	12	100	2051	300	0.12	18.9522830472934	0.255972696245734	40.4272249302333	0.012298858360877	0.0414655061627413	0.4688	0.252249584981587	0.850457531397824	22	90	1
SPBC11B10.06	12	160	61	100	981	300	0.12	18.9522830472934	0.163098878695209	25.7591342810647	0.0397290119419716	0.138303128381639	0.73575	0.389741607150741	1.35675368942388	15	97	1
SPBC11B10.08	7	188	52	100	1264	300	0.07	11.0554984442545	0.14873417721519	23.4904352115714	0.0160742285396146	0.0817308373106168	0.47063829787234	0.203178248740728	1.0330777836062	13	94	1
SPBC11B10.09	4	650	53	100	1687	300	0.04	6.31742768243112	0.38529934795495	60.8525191698315	0.00196491739184426	0.0169863056139446	0.103815384615385	0.0331481564004126	0.286558975707246	28	76	1
SPBC1215.01	0	204	10	100	4151	300	0	0	0.0491447843893038	7.76171553370242	0.000446026626246751	0.0235813314364449	0	0.0185145652555026	0.978861067926827	4	96	1
SPNCRNA.351	10	55	209	100	376	300	0.1	15.7935692060778	0.146276595744681	23.1022953812308	0.0871295369011346	0.368718548832114	0.683636363636364	0.327607058748266	1.38638174360875	14	96	1
SPBC83.01	58	1046	18	100	3565	300	0.58	91.6027013952513	0.293408134642356	46.3396168010025	0.0421666168366363	0.0727553140507721	1.97676864244742	1.50323989022608	2.59372694591003	35	123	0.426968131783267
SPBC83.04	22	371	331	100	672	300	0.22	34.7458522533712	0.552083333333333	87.1936633252212	0.0375944458619084	0.0926499029767431	0.398490566037736	0.252634676192024	0.622607348003713	43	79	1
SPBC83.05	124	1388	49	100	2375	300	1.24	195.840258155365	0.584421052631579	92.3009434022568	0.0740124721553835	0.107760795121799	2.12175792507205	1.75779621369036	2.55931888414274	82	142	0.000253336193629595
SPBC83.07	29	2253	73	100	2727	300	0.29	45.8013506976256	0.826182618261826	130.483723583767	0.00875863312305976	0.0187950966489512	0.351011984021305	0.23884792526584	0.512542285616899	58	71	1
SPBC83.08	38	615	13	100	1536	300	0.38	60.0155629830957	0.400390625	63.2359704540225	0.0438804764163208	0.0866437294775386	0.949073170731707	0.674004117754687	1.33084768477499	39	99	1
SPNCRNA.1439	7	15	0	100	1107	300	0.07	11.0554984442545	0.013550135501355	2.14005002792382	0.172804614762774	1.21652181949847	5.166	1.91294708542391	13.466896541848	1	106	1
SPBC83.10	7	194	13	100	929	300	0.07	11.0554984442545	0.208826695371367	32.9811886542421	0.0155842009477419	0.0791641648896142	0.33520618556701	0.144777226804522	0.735435091824516	18	89	1
SPBC83.11	7	783	97	100	2184	300	0.07	11.0554984442545	0.358516483516484	56.6225489393724	0.00390332292595667	0.0193870916616175	0.195249042145594	0.0852485727028937	0.423414081889726	28	79	1
SPBC83.12	9	60	9	100	752	300	0.09	14.21421228547	0.0797872340425532	12.6012520261259	0.0695349920523924	0.312665305039136	1.128	0.522903140233991	2.3512430938943	8	101	1
SPBC83.13	90	4205	446	100	1266	300	0.9	142.1421228547	3.32148499210111	524.581030896976	0.017268057781628	0.0264975542013311	0.270963139120095	0.21861361151541	0.335459036188852	146	44	1
SPBC83.15	105	469	45	100	1532	300	1.05	165.832476663817	0.306135770234987	48.349764736622	0.180128923010509	0.27803684221718	3.42985074626866	2.759575100521	4.25952442276719	48	157	2.58204858180276e-12
SPBC83.17	166	139	380	100	465	300	1.66	262.173248820892	0.298924731182796	47.2108842934369	0.947532357858903	1.50539719823645	5.55323741007194	4.4060254640439	7.00009697179947	61	205	9.11150679090418e-25
SPNCRNA.1441	0	37	511	100	705	300	0	0	0.0524822695035461	8.28882355496282	0.00247136631781596	0.132669995524611	0	0.0174231325406025	0.935323468448509	4	96	1
SPBC29B5.01	38	2638	38	100	3442	300	0.38	60.0155629830957	0.766414875072632	121.044263700271	0.0103107024804409	0.0200388643472083	0.495815011372252	0.354894379376775	0.68973771083091	59	79	1
SPNCRNA.1442	6	61	63	100	794	300	0.06	9.47614152364668	0.0768261964735516	12.1335985084477	0.0383475594601961	0.236355971349353	0.780983606557377	0.304479622113957	1.87666641251386	7	99	1
SPNCRNA.1443	3	597	39	100	2477	300	0.03	4.73807076182334	0.241017359709326	38.0652435043539	0.00129387421021673	0.0160705916548723	0.124472361809045	0.0320492641870683	0.398068555291186	20	83	1
SPNCRNA.1445	2	50	134	100	767	300	0.02	3.15871384121556	0.0651890482398957	10.2956774485514	0.0067349107163125	0.16728697501223	0.3068	0.0516567651941169	1.28309109834381	6	96	1
SPBC27.03	2	33	7	100	1968	300	0.02	3.15871384121556	0.0167682926829268	2.64831190955573	0.0100598497413364	0.258222095273969	1.19272727272727	0.1979778429095	5.08181083499171	1	101	1
SPBC27.04	19	616	24	100	2999	300	0.19	30.0077814915478	0.2054018006002	32.4402755283225	0.0189731339022641	0.0495420754057707	0.925016233766234	0.5690042857289	1.48576684141906	20	99	1
SPBC27.05	6	4	17	100	126	300	0.06	9.47614152364668	0.0317460317460317	5.01383149399295	0.376784068761011	6.3029714817381	1.89	0.474747926638873	7.94174406699001	3	103	1
SPNCRNA.1448	2	135	165	100	1809	300	0.02	3.15871384121556	0.0746268656716418	11.7862456761775	0.00253903773066691	0.0605618847516051	0.268	0.0459311925477643	1.09556449515654	7	95	1
SPNCRNA.358	1	4	13	100	109	300	0.01	1.57935692060778	0.036697247706422	5.79580521323956	0.0106420142837121	2.34682041637603	0.2725	0.0115997955692462	2.55803425384987	3	98	1
SPBC28F2.02	80	657	357	100	1169	300	0.8	126.348553648622	0.562018819503849	88.762831209522	0.0958573012135841	0.15447483431522	1.4234398782344	1.1205718511868	1.80581081314492	64	116	1
SPBC28F2.03	569	3400	526	100	510	300	5.69	898.654087825827	6.66666666666667	1052.90461373852	0.152978900503445	0.183065563060896	0.8535	0.780192392567569	0.933634371610568	581	88	1
SPNCRNA.1449	1	63	20	100	996	300	0.01	1.57935692060778	0.0632530120481928	9.98990823276006	0.000816834141197491	0.105477585460253	0.158095238095238	0.00813566804632701	1.05055675118412	6	95	1
SPBC28F2.07	22	102	16	100	1225	300	0.22	34.7458522533712	0.083265306122449	13.1505637471015	0.132305604220386	0.348638948993887	2.6421568627451	1.62074365169973	4.27082712517512	9	113	1
SPBC28F2.09	53	884	82	100	1283	300	0.53	83.7059167922124	0.689010132501949	108.819292113584	0.0449712999805404	0.0797288990045389	0.769219457013575	0.576981778750333	1.02292177422823	62	91	1
SPNCRNA.1450	2	28	8	100	966	300	0.02	3.15871384121556	0.0289855072463768	4.57784614668922	0.0117687294574852	0.307314068338505	0.69	0.113685926559307	2.96865390014996	2	100	1
SPBC28F2.11	32	704	197	100	1423	300	0.32	50.539421459449	0.494729444834856	78.1354372528375	0.0313491113372055	0.0655486430529191	0.646818181818182	0.446097854328434	0.932757190643039	43	89	1
SPBC28F2.12	292	3160	81	100	5344	300	2.92	461.172220817472	0.591317365269461	93.3901173113882	0.0818106825801992	0.104351691198673	4.93812658227848	4.37196287708584	5.5765543776571	145	247	6.01460154029972e-45
SPNCRNA.359	0	10	0	0	619	37	NA	NA	0.0161550888529887	2.55146513830013	0.00929728784483565	0.525639636497703	NA	NA	NA	0	0	1
SPNCRNA.364	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.366	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.368	0	0	0	0	14	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.370	0	0	0	100	277	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.373	0	0	0	0	35	35	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.374	0	2	1	100	249	300	0	0	0.00803212851405622	1.26855977558858	0.0514242900386907	4.05388820080272	0	0.12804648219634	10.0941816199988	0	100	1
SPBC21B10.13c	1	118	1	100	1754	300	0.01	1.57935692060778	0.0672748004561003	10.625092168285	0.000439005478761073	0.0557176207546742	0.14864406779661	0.00770015609746922	0.977287068036986	6	95	1
SPBC21B10.14	35	179	109	100	308	300	0.35	55.2774922212723	0.581168831168831	91.7873015548029	0.133777744668908	0.28456509897728	0.602234636871508	0.412035453580236	0.876460504850024	49	86	1
SPBC21B10.08c	1	666	36	100	1163	300	0.01	1.57935692060778	0.572656921754084	90.4429672506261	7.82721813243997e-05	0.00977338271879377	0.0174624624624625	0.000910305468802769	0.113664441019572	36	65	1
SPBC21B10.06c	10	251	119	100	1848	300	0.1	15.7935692060778	0.135822510822511	21.4512222441858	0.0199780117543979	0.0769894303160605	0.736254980079681	0.369193657221274	1.4227646722408	13	97	1
SPBC21B10.05c	99	816	298	100	1220	300	0.99	156.35633514017	0.668852459016393	105.635676001307	0.0979157925214413	0.150184999961853	1.48014705882353	1.19457266876158	1.83225699953461	79	120	1
SPBC21B10.04c	141	1120	712	100	421	300	1.41	222.689325805697	2.6603325415677	420.161461064303	0.105240024179309	0.150515419678438	0.530008928571429	0.443060501794891	0.633669916846224	175	66	1
SPBC21B10.03c	122	1477	38	100	2590	300	1.22	192.681544314149	0.57027027027027	90.0660297968221	0.068364067217324	0.0997294281012326	2.139336492891	1.77062934092869	2.58299218782193	80	142	0.000195586705482604
SPBC19C2.01	7	1296	33	100	3184	300	0.07	11.0554984442545	0.407035175879397	64.2853821955931	0.0023616228694461	0.0116951718655736	0.171975308641975	0.0751940721631638	0.372374272199863	30	77	1
SPBC19C2.02	10	135	45	100	1213	300	0.1	15.7935692060778	0.111294311624073	17.5773441287758	0.0367295874168578	0.144850515032198	0.898518518518518	0.445529895366485	1.75703674734056	11	99	1
SPBC19C2.03	18	110	28	100	350	300	0.18	28.4284245709401	0.314285714285714	49.6369317905302	0.0961469505627888	0.27517978023319	0.572727272727273	0.336514326969761	0.963129230816166	28	90	1
SPNCRNA.108	3	24	38	100	124	300	0.03	4.73807076182334	0.193548387096774	30.5681984633764	0.0300191561064317	0.434650676357233	0.155	0.0372237535719753	0.538966838682969	16	87	1
SPBC19C2.05	3	946	42	100	3590	300	0.03	4.73807076182334	0.263509749303621	41.6175946210295	0.000817450679043756	0.0101285106962926	0.11384778012685	0.0293464793776709	0.363613533996905	21	82	1
SPNCRNA.1452	63	62	15	100	362	300	0.63	99.4994859982902	0.171270718232044	27.0497594137244	0.705507691414444	1.463578624081	3.67838709677419	2.55393784292029	5.29815461917321	23	140	5.37721904888261e-06
SPNCRNA.1453	0	40	8	100	1299	300	0	0	0.0307929176289453	4.86330075629802	0.00228497423961751	0.122491520736586	0	0.0296818153726315	1.59116485436825	2	98	1
SPBC19C2.07	751	17145	804	100	1079	300	7.51	1186.09704737644	15.8897126969416	2509.55277143841	0.0406877549818145	0.0471542440250961	0.472632837561971	0.439020876253778	0.508794293030787	800	51	1
SPBC19C2.08	359	673	122	100	1187	300	3.59	566.989134498193	0.566975568660489	89.5456788179475	0.468317479800804	0.607549575714643	6.33184249628529	5.55892848523554	7.21161346373281	166	293	6.05488307760721e-57
SPBC19C2.09	74	1591	66	100	3098	300	0.74	116.872412124976	0.513557133634603	81.1090013133305	0.0365727571822857	0.059060594733517	1.44093023255814	1.13302401750721	1.82969722484436	59	115	1
SPBC19C2.10	3	396	10	100	1913	300	0.03	4.73807076182334	0.207004704652378	32.6934312891104	0.00194761499381124	0.0242713584690677	0.144924242424242	0.037257874831609	0.464311087513265	17	86	1
SPBC19C2.12	12	119	63	100	834	300	0.12	18.9522830472934	0.142685851318945	22.5351886753388	0.0530123564638801	0.187445386105139	0.841008403361345	0.44212305290876	1.56329452011686	13	99	1
SPBC19C2.14	21	635	105	100	1537	300	0.21	33.1664953327634	0.413142485361093	65.2499443452141	0.0208515361779381	0.0519108734799697	0.508299212598425	0.320488111054909	0.797870125387134	35	86	1
SPBC2F12.15c	10	932	221	100	1047	300	0.1	15.7935692060778	0.890162368672397	140.588409742737	0.00543281419698617	0.0205237996221577	0.112339055793991	0.0568815646424452	0.214884182043991	51	59	1
SPBC2F12.14c	119	4542	108	100	1803	300	1.19	187.943473552326	2.51913477537438	397.861294143125	0.021743300365803	0.0315460104284493	0.472384412153236	0.392031705595428	0.568774568024941	156	63	1
SPNCRNA.1455	1	20	41	100	364	300	0.01	1.57935692060778	0.0549450549450549	8.67778527806473	0.00249697159993946	0.349045314408539	0.182	0.00908897662377963	1.27052494444708	5	96	1
SPBC2F12.12c	10	255	21	100	1930	300	0.1	15.7935692060778	0.132124352331606	20.8671510235743	0.0196686982822852	0.075765245843865	0.756862745098039	0.379605876848105	1.4622692447866	12	98	1
SPBC2F12.11c	6	274	82	100	1427	300	0.06	9.47614152364668	0.192011212333567	30.3254237033309	0.00881740434224175	0.0507907792599412	0.312481751824818	0.12582435996379	0.72478442003936	17	89	1
SPNCRNA.376	0	0	0	100	301	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC2F12.09c	0	13	1	100	2030	300	0	0	0.00640394088669951	1.0114108358572	0.00711390234765344	0.395564521747562	0	0.144412217657365	8.02995979147551	0	100	1
SPBC2F12.08c	42	276	220	100	1477	245	0.42	66.3329906655268	0.186865267433988	29.5126953343092	0.108460758734544	0.212785942575637	2.24760869565217	1.60196540650921	3.14284837184216	22	120	0.367952878546967
SPBC2F12.07c	195	370	245	45	660	300	4.33333333333333	684.387998930038	0.560606060606061	88.5397061552847	0.44142297292969	0.629097228172562	7.72972972972973	6.47420360296878	9.2267593465309	86	154	1.56946647522903e-34
SPBC2F12.05c	61	397	11	100	4228	295	0.61	96.3407721570746	0.0938978240302744	14.8298178212225	0.116226614955031	0.202740141386999	6.49642317380353	4.91406128029872	8.57185317784231	13	148	2.65997764010577e-19
SPBC2F12.03c	47	1524	62	100	3922	300	0.47	74.2297752685657	0.388577256501785	61.3702179246879	0.0228063134886816	0.0415752873316665	1.2095406824147	0.894463615026091	1.63058276914796	41	106	1
SPBC2F12.02c	73	603	14	100	1258	300	0.73	115.293055204368	0.479332273449921	75.7036743343793	0.0942144713369071	0.155325582433464	1.52295190713101	1.18521804941829	1.95399582701298	56	117	1
SPBC1D7.02c	58	1321	47	100	3327	300	0.58	91.6027013952513	0.397054403366396	62.7090619814511	0.0334396648596715	0.0575205443358663	1.46075700227101	1.11253764988127	1.91370851005427	44	114	1
SPNCRNA.1461	6	158	47	100	694	300	0.06	9.47614152364668	0.227665706051873	35.9565408438083	0.0151857503717634	0.0887442506130206	0.263544303797468	0.105389107580038	0.615885099254363	19	87	1
SPBC11G11.01	33	341	92	100	1570	300	0.33	52.1187783800568	0.217197452229299	34.3032299316722	0.0665379445658079	0.14004257530133	1.51935483870968	1.04464572968318	2.19866843223089	23	110	1
SPBC11G11.03	256	2391	140	100	1207	300	2.56	404.315371675592	1.98094449047225	312.861839036719	0.0939149427936362	0.122035735279296	1.29231283981598	1.13355335951919	1.4729713248211	236	120	1
SPBC11G11.04	54	165	36	100	668	300	0.54	85.2852737128202	0.247005988023952	39.0110616617191	0.237799873990877	0.449524225789604	2.18618181818182	1.58850315825905	3.00282182827456	30	124	0.291992986000062
SPBC11G11.05	138	205	15	100	727	300	1.38	217.951255043874	0.281980742778542	44.5348237585413	0.539373435748985	0.839938388684429	4.8939512195122	3.92124487789512	6.1063520857358	52	186	8.01259381947249e-22
SPBC11G11.07	32	1023	86	100	2854	300	0.32	50.539421459449	0.358444288717589	56.6111468038458	0.0216291638669609	0.0449909040586651	0.892746823069404	0.617296336763063	1.2840404018343	34	98	1
SPBC18H10.02	224	4015	188	100	2456	300	2.24	353.775950216143	1.63477198697068	258.188845123788	0.0486499142531774	0.0639613782642455	1.37022166874222	1.19484189405804	1.57089145016987	201	123	1
SPBC18H10.03	25	2389	247	100	1354	274	0.25	39.4839230151945	1.76440177252585	278.662015017134	0.00690449549854983	0.0157332461700075	0.141691084135622	0.0934868690503648	0.213028153141902	79	46	1
SPBC18H10.05	269	358	89	100	2532	300	2.69	424.847011643493	0.141390205371248	22.3305599359236	0.639481091931782	0.882832894456013	19.0253631284916	16.1916612477127	22.3533288876262	45	324	2.07289927642561e-127
SPBC18H10.07	2	183	9	100	3403	300	0.02	3.15871384121556	0.053776079929474	8.49316239997719	0.00187824771704128	0.0445196447641625	0.371912568306011	0.0639167698109147	1.51500351132445	5	97	1
