Mcs6as_Cdk9as_3MBPP1_combined_pr_counts	Mcs6as_Cdk9as_3MBPP1_combinedgb_counts	Mcs6as_Cdk9as_3MBPP1_combinedterm_counts	Mcs6as_Cdk9as_3MBPP1_combinedpr_map	Mcs6as_Cdk9as_3MBPP1_combinedgb_map	Mcs6as_Cdk9as_3MBPP1_combinedterm_map	Mcs6as_Cdk9as_3MBPP1_combinedpr_density	Mcs6as_Cdk9as_3MBPP1_combinedpr_densityRPKM	Mcs6as_Cdk9as_3MBPP1_combinedgb_density	Mcs6as_Cdk9as_3MBPP1_combinedgb_densityRPKM	Mcs6as_Cdk9as_3MBPP1_combinedpause_index_CI_low	Mcs6as_Cdk9as_3MBPP1_combinedpause_index_CI_high	Mcs6as_Cdk9as_3MBPP1_combinedpause_index_scaled	Mcs6as_Cdk9as_3MBPP1_combinedpause_index_CI_low_scaled	Mcs6as_Cdk9as_3MBPP1_combinedpause_index_CI_high_scaled	Mcs6as_Cdk9as_3MBPP1_combined_ExpPR	Mcs6as_Cdk9as_3MBPP1_combined_ExpGB	Mcs6as_Cdk9as_3MBPP1_combinedFexact_Pval
SPBC4F6.06	56	2165	14	100	3597	300	0.56	61.4063434287921	0.601890464275785	65.9998081354178	0.0196499585046507	0.0339680508535577	0.930401847575058	0.706809007412284	1.22183078920247	58	98	1
SPBC4F6.09	25	762	25	100	2792	300	0.25	27.4135461735679	0.272922636103152	29.9271091465025	0.0215463517848758	0.0495609637788695	0.916010498687664	0.601574141833733	1.38374210870604	26	99	1
SPBC4F6.10	148	1078	3	100	3670	300	1.48	162.288193347522	0.293732970027248	32.2090493461648	0.115169578206639	0.163578639022546	5.03858998144713	4.22672352018363	6.00333605212744	56	192	6.89101964083574e-30
SPBC4F6.12	38	516	10	100	1840	300	0.38	41.6685901838232	0.280434782608696	30.7508474468718	0.0521979883758809	0.103470912772317	1.35503875968992	0.960442986116209	1.90386479501063	30	108	1
SPBC4F6.14	72	2524	136	100	2061	300	0.72	78.9510129798755	1.22464822901504	134.287803089928	0.0224018258107538	0.036266048897317	0.587923930269414	0.461701629959637	0.747443267773703	94	78	1
SPNCRNA.1545	1	45	24	100	710	300	0.01	1.09654184694272	0.0633802816901408	6.94991311442566	0.00113712356732569	0.149026177050859	0.157777777777778	0.00807357732801243	1.0580858570611	6	95	1
SPNCRNA.405	23	34	23	100	260	300	0.23	25.2204624796824	0.130769230769231	14.339393383097	0.385774537076605	1.18165202346574	1.75882352941176	1.00301379639917	3.07229526101092	14	109	1
SPBC18A7.01	10	102	19	100	1331	300	0.1	10.9654184694272	0.0766341096919609	8.40325081804335	0.0482376014868555	0.193294763657277	1.30490196078431	0.642042475790047	2.57275330427836	7	103	1
SPBC336.01	17	732	20	100	2681	300	0.17	18.6412113980262	0.273032450578142	29.9391507632252	0.013893941629443	0.0382682223994937	0.622636612021858	0.372496575085366	1.02597104253043	25	92	1
SPBC336.02	32	1170	116	100	928	300	0.32	35.0893391021669	1.26077586206897	138.24934923739	0.0189252094278031	0.0393095675625588	0.253811965811966	0.175625943490013	0.364792786980546	73	59	1
SPNCRNA.406	1	10	421	100	326	300	0.01	1.09654184694272	0.0306748466257669	3.36362529737029	0.00478667548335045	0.750794709134687	0.326	0.0156045620757225	2.44759075177908	3	98	1
SPBC336.03	179	2425	103	100	3646	300	1.79	196.280990602746	0.665112452002194	72.9323636543084	0.063224698822689	0.0861434699916489	2.69127422680412	2.30517251907524	3.14079091589552	111	168	8.96129471677236e-12
SPBC336.04	13	1128	5	100	4724	300	0.13	14.2550440102553	0.238780694326842	26.1833023571419	0.00638781084911274	0.0203497183117319	0.544432624113475	0.301760184512086	0.961320693046217	21	92	1
SPBC336.07	17	539	20	100	4050	300	0.17	18.6412113980262	0.133086419753086	14.5934828519043	0.0188292126954721	0.0520839483781828	1.27736549165121	0.76258311416662	2.10939990931641	13	104	1
SPBC336.08	17	346	88	100	3756	300	0.17	18.6412113980262	0.0921192758253461	10.101264085255	0.0292025012703358	0.0815082636434565	1.84543352601156	1.09684594771381	3.06145038244822	9	108	1
SPBC336.11	46	972	93	100	1513	300	0.46	50.4409249593649	0.642432253800397	70.4453850117858	0.0347923504184042	0.0641700497311026	0.716028806584362	0.526408261830456	0.970892852431582	57	89	1
SPNCRNA.1548	7	51	7	100	832	300	0.07	7.67579292859901	0.0612980769230769	6.72159064832674	0.0570098273811183	0.31419493226721	1.14196078431373	0.474321763810904	2.61410183646319	6	101	1
SPBC336.15	163	1897	21	100	3131	300	1.63	178.736321051663	0.605876716703929	66.4369173954114	0.0729745676855105	0.101127849672533	2.69031628887717	2.28483371423333	3.16631297324702	99	164	5.37534875815016e-11
SPBC685.02	8	201	38	100	1653	300	0.08	8.77233477554172	0.121597096188748	13.333630443768	0.0182330114403503	0.0831433612465162	0.657910447761194	0.301391679108991	1.37435976140491	11	97	1
SPBC685.03	17	68	4	100	1166	300	0.17	18.6412113980262	0.0583190394511149	6.39492672316506	0.141607663513088	0.436030809010212	2.915	1.6511453565626	5.08411923305907	6	111	1
SPBC685.05	25	60	12	100	646	300	0.25	27.4135461735679	0.0928792569659443	10.1845991976104	0.254331789855888	0.678782064963726	2.69166666666667	1.64298336246903	4.38493213966567	10	115	1
SPBC685.06	245	2409	305	100	829	300	2.45	268.652752500965	2.9059107358263	318.645272531363	0.0889735622111131	0.116222813077971	0.843109173931092	0.737590830730128	0.963487120416381	256	89	1
SPBC685.08	1	106	78	100	741	300	0.01	1.09654184694272	0.143049932523617	15.6860237214477	0.000488283288308589	0.0621109685935455	0.0699056603773585	0.00361817916636665	0.460242277278172	12	89	1
SPBC685.09	33	1133	78	100	1441	300	0.33	36.1858809491096	0.786259541984733	86.2166490344272	0.0202666837373074	0.0416396063875802	0.419708737864078	0.2920429126546	0.600026728045031	58	75	1
SPBC32F12.02	28	509	64	100	1378	300	0.28	30.703171714396	0.369375907111756	40.5036139400466	0.03685984388553	0.0815547583671415	0.75803536345776	0.507928648742603	1.12382457029921	34	94	1
SPBC32F12.16	29	71	30	100	361	300	0.29	31.7997135613387	0.196675900277008	21.5663354938872	0.259075400402696	0.641025006390415	1.47450704225352	0.935262195453733	2.3141002730694	21	108	1
SPNCRNA.1549	2	2	0	100	544	258	0.02	2.19308369388543	0.00367647058823529	0.40314038490541	0.101199373606884	9.88148408788154	5.44	0.550524592421447	53.7552734380756	0	102	1
SPBC32F12.04	22	796	9	100	2654	300	0.22	24.1239206327397	0.299924642049736	32.887992093685	0.0176445458651348	0.0428751816366403	0.733517587939699	0.468286247260679	1.13790732063643	28	94	1
SPBC32F12.06	0	827	17	100	2811	300	0	0	0.294201351832088	32.2604093711002	0.000109933163889303	0.00579746908964255	0	0.00309022123692831	0.162966856109852	22	78	1
SPBC32F12.09	14	1203	158	100	2041	300	0.14	15.351585857198	0.589416952474277	64.6320353685491	0.00660131711393513	0.0201244331868642	0.237522859517872	0.134732882295416	0.410739681343898	42	72	1
SPBC32F12.10	361	4819	234	100	1944	300	3.61	395.85160674632	2.47890946502058	271.822796317744	0.067212157980657	0.0834819250607711	1.45628553641834	1.30660435114397	1.62288862318139	328	133	1
SPNCRNA.1550	3	47	1714	100	1376	300	0.03	3.28962554082815	0.034156976744186	3.74545543650491	0.0158725968620701	0.212736749288404	0.878297872340425	0.218406932822085	2.92725767020844	3	100	1
SPBC32F12.11	916	3700	437	100	956	300	9.16	1004.43233179953	3.87029288702929	424.393811055235	0.230136130691985	0.266311350603025	2.36674594594595	2.20010140941538	2.54593651176492	807	209	1.83653407468791e-13
SPNCRNA.1551	28	26	73	100	371	300	0.28	30.703171714396	0.0700808625336927	7.6846598438034	0.612411122234713	1.89520528398043	3.99538461538462	2.27204526349078	7.03121160356741	8	120	0.0233255433826961
SPBC32F12.15	21	100	33	100	467	300	0.21	23.027378785797	0.214132762312634	23.4805534677241	0.127407659899747	0.342977077064465	0.9807	0.594993771731819	1.60170294989105	21	100	1
SPBC19C7.02	49	2058	18	100	6009	300	0.49	53.730550500193	0.342486270594109	37.5550527709787	0.0177397669548924	0.0318635923605035	1.43071428571429	1.06598259631948	1.91468326494265	38	111	1
SPBC19C7.03	74	2136	9	100	5224	300	0.74	81.1440966737609	0.408882082695253	44.8356314140436	0.0272791597972212	0.043929674919305	1.8098127340824	1.42506330780684	2.29488621778449	50	124	0.802058090408189
SPNCRNA.1553	0	52	3	100	1843	300	0	0	0.0282148670645686	3.09387824422253	0.00175540185204023	0.0937274199558428	0	0.0323520561331014	1.72739634978618	2	98	1
SPNCRNA.26	2	1	0	100	184	300	0.02	2.19308369388543	0.00543478260869565	0.595946655947128	0.143294171183347	55.6482554667983	3.68	0.263661274977358	102.392790058909	0	102	1
SPBC19C7.05	90	1087	136	100	1188	300	0.9	98.6887662248444	0.914983164983165	100.331732965213	0.0663697207450965	0.103173839952985	0.9836246550138	0.788472282451746	1.22570521864146	90	100	1
SPBC19C7.06	60	4352	223	100	2149	300	0.6	65.7925108165629	2.02512796649604	222.063756067692	0.0105919722565736	0.0179067043082685	0.296277573529412	0.227621483793766	0.38481507558469	107	53	1
SPBC19C7.10	89	1419	138	100	1801	300	0.89	97.5922243779017	0.787895613548029	86.3960511278019	0.050318361918652	0.0780886787286319	1.12959126145173	0.906233698154923	1.40637710390266	83	106	1
SPBC19C7.11	88	419	25	100	2450	300	0.88	96.4956825309589	0.171020408163265	18.7531034232244	0.165751561452347	0.265840518436151	5.14558472553699	4.06091325558251	6.5130927016857	27	161	5.92059795529903e-20
SPBP19A11.01	135	1008	48	100	797	300	1.35	148.033149337267	1.26474278544542	138.68433898598	0.111433159138648	0.160870697558784	1.06741071428571	0.888122278335025	1.28213945954351	131	104	1
SPNCRNA.1555	13	64	113	100	669	300	0.13	14.2550440102553	0.0956651718983558	10.4900864281515	0.10669921322507	0.37943360038139	1.35890625	0.71381773647572	2.5384107865515	9	104	1
SPBP19A11.06	49	2212	15	100	4397	300	0.49	53.730550500193	0.503070275187628	55.1637608696222	0.0165087280920356	0.0296379683401714	0.974018987341772	0.725888774206806	1.30318146791734	49	100	1
SPBP4H10.03	194	1641	42	100	1578	300	1.94	212.729118306887	1.03992395437262	114.032013360773	0.101578538492806	0.13754190359003	1.865521023766	1.60290933741647	2.17041123865067	149	145	0.00291545654715637
SPBP4H10.04	24	1138	19	100	2005	300	0.24	26.3170043266252	0.567581047381546	62.2376369985441	0.0137579273872489	0.0320542708103947	0.422847100175747	0.27584644411434	0.642688129748414	44	80	1
SPBP4H10.07	23	466	20	100	1827	300	0.23	25.2204624796824	0.255062944718117	27.9687192487852	0.0316919086609358	0.0761819097119053	0.901738197424893	0.579011171235298	1.39184349043651	24	99	1
SPBP4H10.08	225	740	610	100	395	300	2.25	246.721915562111	1.87341772151899	205.428092844964	0.261155448789363	0.353916342256417	1.20101351351351	1.03156402271798	1.39796955191285	211	114	1
SPNCRNA.1559	0	5	4	100	700	300	0	0	0.00714285714285714	0.783244176387654	0.0190383591688732	1.16008855872718	0	0.133268514182112	8.12061991109028	0	100	1
SPNCRNA.410	0	4	2	100	170	300	0	0	0.0235294117647059	2.58009846339462	0.0240893601812892	1.52670069174082	0	0.0409519123081917	2.59539117595939	2	98	1
SPBP4H10.09	0	11	8	100	1353	300	0	0	0.00813008130081301	0.891497436538793	0.00843437698064696	0.473726222726494	0	0.114117120548153	6.40951579348947	0	100	1
SPBP4H10.10	11	24	10	100	843	300	0.11	12.0619603163699	0.0284697508896797	3.12182732225684	0.211113901560533	0.97709535948659	3.86375	1.77969019015529	8.23691388047195	3	108	1
SPBP4H10.12	41	279	69	100	689	300	0.41	44.9582157246513	0.404934687953556	44.4027830619764	0.104375059785664	0.20617579143955	1.01250896057348	0.719144161923228	1.4205512030185	40	101	1
SPBP4H10.13	308	1420	598	100	343	300	3.08	337.734888858356	4.1399416909621	453.961930804273	0.191381455904554	0.245785303191558	0.743971830985915	0.656438393752619	0.843043589947042	328	80	1
SPNCRNA.411	15	176	25	100	1239	300	0.15	16.4481277041407	0.142050040355125	15.5763813609296	0.0483924681710595	0.147619809342954	1.05596590909091	0.599582680639428	1.8290094377592	14	101	1
SPNCRNA.1561	15	192	15	100	1363	300	0.15	16.4481277041407	0.140865737344094	15.446517579824	0.0444428226430811	0.135055270696997	1.06484375	0.605755672625196	1.84080333960007	14	101	1
SPBP4H10.15	125	5196	28	100	2822	300	1.25	137.067730867839	1.84124734231042	201.900476141543	0.0200615614346993	0.0288277319339264	0.678887605850654	0.566137263687214	0.813518595175402	145	80	1
SPBP4H10.20	4	312	24	100	1302	300	0.04	4.38616738777086	0.23963133640553	26.2765788207471	0.0040791971800576	0.0355288177618127	0.166923076923077	0.05311114728435	0.462585207258801	20	84	1
SPBC1703.02	40	1239	39	100	2541	300	0.4	43.8616738777086	0.487603305785124	53.4677429500993	0.0232456882268723	0.0446614727509738	0.820338983050847	0.590672937844826	1.13484802260225	45	95	1
SPBC1703.04	30	231	9	100	2115	300	0.3	32.8962554082815	0.109219858156028	11.9764144985233	0.08706980718357	0.192609843173447	2.74675324675325	1.84152642193251	4.0736981831184	12	118	0.106451231918194
SPBC1703.05	71	799	130	100	1222	300	0.71	77.8544711329328	0.653846153846154	71.6969669154852	0.0691637089549357	0.113986135125882	1.08588235294118	0.845180523429314	1.39291057123828	67	104	1
SPBC1703.06	108	1737	233	100	2077	300	1.08	118.426519469813	0.836302359171883	91.7040533528886	0.0509352085036524	0.0758325598496222	1.29139896373057	1.05792428062086	1.57504226807665	94	114	1
SPBC1703.07	184	3575	19	100	3015	300	1.84	201.76369983746	1.18573797678275	130.021131105148	0.0442516137331741	0.0598392085895293	1.55177622377622	1.3341861540552	1.80415213897431	154	130	1
SPBC1703.09	25	596	110	100	828	300	0.25	27.4135461735679	0.719806763285024	78.9298237654418	0.0274955795126309	0.0634870817214991	0.347315436241611	0.227663398364584	0.525673036654012	52	73	1
SPBC1703.10	189	1826	141	100	1127	300	1.89	207.246409072173	1.62023070097604	177.665076532156	0.0888452105939552	0.120540005485472	1.16650054764513	1.00128552339388	1.35848586182127	178	111	1
SPBC1703.11	29	509	159	100	1239	300	0.29	31.7997135613387	0.410815173527038	45.047602913143	0.0384426798928523	0.0839113059269756	0.705913555992141	0.47630480387244	1.03966108043523	37	92	1
SPBC1703.12	35	1082	19	100	2405	300	0.35	38.378964642995	0.44989604989605	49.3329845485247	0.0227445625320917	0.0457849097106859	0.777957486136784	0.547006728896806	1.101127078542	41	94	1
SPBC2A9.02	4	288	9	100	1877	300	0.04	4.38616738777086	0.153436334576452	16.8249361704583	0.00441664470106084	0.0385140047957124	0.260694444444444	0.082900421038912	0.722907870015522	13	91	1
SPBC2A9.03	4	128	2	100	1285	300	0.04	4.38616738777086	0.0996108949416342	10.9227514714916	0.00984752156838065	0.0875530463759208	0.4015625	0.126540652153691	1.12505664593058	9	95	1
SPNCRNA.1567	18	210	8	100	1877	300	0.18	19.7377532449689	0.111880660628663	12.2681826242925	0.0512937396175333	0.141431101657347	1.60885714285714	0.9627834926211	2.65466177810841	11	107	1
SPBC2A9.13	21	27	8	100	106	300	0.21	23.027378785797	0.254716981132075	27.9307828938239	0.42394666224362	1.42246482750832	0.824444444444445	0.449383461978237	1.50781271715882	24	97	1
SPBC2A9.09	7	153	36	100	801	300	0.07	7.67579292859901	0.191011235955056	20.9451813460968	0.01968492713927	0.100792533595816	0.366470588235294	0.157676266385553	0.807348194102486	17	90	1
SPBC2A9.10	24	160	33	100	1189	300	0.24	26.3170043266252	0.134566862910008	14.7558196392628	0.0952852162035326	0.234285617573855	1.7835	1.13294122066	2.78565599295314	14	110	1
SPBC2A9.12	17	233	13	100	810	300	0.17	18.6412113980262	0.287654320987654	31.5425000416855	0.0431081470669444	0.12178340734723	0.590987124463519	0.349175991242249	0.986445599512562	26	91	1
SPBC2D10.04	9	3562	105	100	3119	300	0.09	9.86887662248444	1.14203270278936	125.228664918562	0.00123199838356602	0.00499061904224499	0.0788068500842223	0.0384260295834242	0.155657407927621	58	51	1
SPBC2D10.05	35	200	64	100	1603	300	0.35	38.378964642995	0.124766063630692	13.6811209849372	0.120130698381831	0.25382052358246	2.80525	1.92569509506075	4.06874299302684	14	121	0.0245868800343486
SPBC2D10.06	17	331	4	100	1947	300	0.17	18.6412113980262	0.170005136106831	18.6417745936332	0.0305088428339006	0.0852510953778429	0.999969788519637	0.594007169976045	1.6598388270066	17	100	1
SPNCRNA.1568	41	95	15	100	458	300	0.41	44.9582157246513	0.207423580786026	22.7448636374581	0.294253736781326	0.631337063642848	1.97663157894737	1.34768211445847	2.89152375148425	24	117	1
SPBC2D10.09	15	240	24	100	1251	300	0.15	16.4481277041407	0.191846522781775	21.0367740420665	0.0357016865961606	0.107580943011328	0.781875	0.44662809931797	1.34583759707172	18	97	1
SPBC2D10.12	42	1689	260	100	1367	300	0.42	46.054757571594	1.23555230431602	135.483480576902	0.0180745618436995	0.0340866293510034	0.339928952042629	0.247079260403372	0.465964223228217	78	64	1
SPBC2D10.13	74	170	6	100	1488	300	0.74	81.1440966737609	0.114247311827957	12.5276958320068	0.328213175857798	0.57669386336025	6.47717647058824	4.88381205676403	8.58120468680053	17	157	1.36580820871643e-20
SPBC2D10.16	21	233	205	100	805	300	0.21	23.027378785797	0.28944099378882	31.7384161910127	0.0561070263899861	0.143338658300823	0.725536480686695	0.451661562439388	1.15387619932163	27	94	1
SPBC2D10.17	89	1073	244	100	3847	300	0.89	97.5922243779017	0.278918637899662	30.5845958349242	0.0664028952826534	0.103490143293465	3.19089468779124	2.55451938152367	3.98126581249958	41	148	3.38657670448298e-10
SPBC2D10.18	139	734	28	100	1907	300	1.39	152.419316725037	0.384897745149449	42.2056484350264	0.157294229980449	0.227871815626444	3.61134877384196	2.99960096572716	4.34551552399629	66	173	5.91236184629898e-17
SPBC2D10.20	2	391	9	100	3835	300	0.02	2.19308369388543	0.101955671447197	11.1798660274994	0.000882735655016071	0.0207269191649359	0.19616368286445	0.0338529123698663	0.794877349975293	9	93	1
SPNCRNA.1572	0	151	149	100	2734	300	0	0	0.0552304316020483	6.05624794763533	0.000602809906889754	0.0319080481696222	0	0.0164808228543659	0.872366036957472	5	95	1
SPBC15D4.02	29	1578	29	100	3387	300	0.29	31.7997135613387	0.465899025686448	51.0877778115029	0.0124919020928743	0.0268638735940048	0.62245247148289	0.423100723885654	0.909879398628942	40	89	1
SPBC15D4.03	35	1373	140	100	2412	300	0.35	38.378964642995	0.569237147595357	62.4192353172615	0.0179453739701497	0.0360373810299146	0.614857975236708	0.432842420160011	0.869221630441541	48	87	1
SPBC15D4.04	39	636	3109	100	1662	300	0.39	42.7651320307659	0.382671480144404	41.9615291609848	0.0437528471942434	0.0855990974265922	1.01915094339623	0.727172320368325	1.42265699922996	38	101	1
SPSNRNA.01	30	5242	901	100	664	300	0.3	32.8962554082815	7.89457831325301	865.673548444836	0.00392617336001731	0.00829117073917399	0.0380007630675315	0.0260697911105149	0.0550533737081153	115	15	1
SPBC15D4.05	20	348	23	100	1323	300	0.2	21.9308369388543	0.263038548752834	28.8432776066565	0.035598449159571	0.0917696124896384	0.760344827586207	0.470967482381125	1.21411197323792	24	96	1
SPBC15D4.06	4	104	16	100	529	300	0.04	4.38616738777086	0.196597353497164	21.5577225107831	0.0120746883594801	0.108217665143438	0.203461538461538	0.0638751014216495	0.572471448608787	17	87	1
SPNCRNA.1574	4	199	35	100	2138	300	0.04	4.38616738777086	0.0930776426566885	10.2063530187839	0.00637110048509303	0.0559448367093596	0.429748743718593	0.136214128371289	1.19610060884611	8	96	1
SPNCRNA.1575	6	100	6	100	1606	300	0.06	6.57925108165629	0.062266500622665	6.82778235954368	0.0237700194371648	0.141656906997168	0.9636	0.381746512160867	2.27500992637452	6	100	1
SPNCRNA.1576	1	50	11	100	1003	300	0.01	1.09654184694272	0.0498504486540379	5.46631030380217	0.00102543367718739	0.133694516307104	0.2006	0.0102850997821895	1.34095599856025	4	97	1
SPBC15D4.14	2	909	87	100	2496	300	0.02	2.19308369388543	0.364182692307692	39.9341562047647	0.000380496528075354	0.00889197313009871	0.0549174917491749	0.00949719334076084	0.221943649327264	27	75	1
SPBC15D4.15	47	918	179	100	846	300	0.47	51.5374668063076	1.08510638297872	118.986455732082	0.0377472288372928	0.0692316740705594	0.433137254901961	0.319341555963497	0.585699962636933	76	71	1
SPBC13E7.01	90	1356	24	100	2705	300	0.9	98.6887662248444	0.501293900184843	54.9689739169805	0.0532946763421483	0.0825639734883328	1.79535398230089	1.44162099505511	2.2333554828594	63	127	0.447848954242653
SPBC13E7.02	62	431	1	100	1853	300	0.62	67.9855945104484	0.232595790609822	25.5051017826395	0.109198805352404	0.189143737668907	2.66556844547564	2.02345386318004	3.50483345900485	30	132	0.000174653415774198
SPBC13E7.04	36	798	129	100	676	300	0.36	39.4755064899378	1.18047337278107	129.443845245605	0.0318147650139012	0.0636780073990402	0.304962406015038	0.215067811493972	0.430463330017512	73	63	1
SPBC13E7.05	39	468	21	100	2408	300	0.39	42.7651320307659	0.194352159468439	21.3115275900827	0.0592483912182058	0.116746654098144	2.00666666666667	1.4267012605344	2.81125943068331	22	117	1
SPBC13E7.06	5	91	14	100	1209	300	0.05	5.48270923471358	0.0752688172043011	8.25354078343979	0.0197130691508831	0.14023665256983	0.664285714285714	0.238331006034177	1.69546112956924	7	98	1
SPBC13E7.07	167	1048	154	100	2679	300	1.67	183.122488439433	0.391190742814483	42.8957019632686	0.134869294888991	0.188198250568079	4.26901717557252	3.61314841007606	5.04183113271883	75	192	1.68730691644164e-25
SPBC13E7.09	51	410	6	100	3136	300	0.51	55.9236341940785	0.130739795918367	14.336165728524	0.0919371373006226	0.167867582226524	3.90087804878049	2.88314862574752	5.26432737862379	17	134	1.78951529120123e-08
SPBC13E7.11	5	192	27	100	1030	300	0.05	5.48270923471358	0.186407766990291	20.4403917100001	0.0094699304526331	0.0654798425269748	0.268229166666667	0.097540283662121	0.674442378027841	16	89	1
SPBC30D10.18c	248	2785	344	100	845	300	2.48	271.942378041793	3.29585798816568	361.40462056041	0.078028491342613	0.101600213970459	0.75245960502693	0.659340751845079	0.858521808050374	266	82	1
SPBC30D10.17c	33	2263	263	100	1634	300	0.33	36.1858809491096	1.38494492044064	151.865006097391	0.0101733835201237	0.0207920412732205	0.238276623950508	0.166233086718821	0.339741954404423	77	56	1
SPBC30D10.13c	135	1770	217	100	1349	300	1.35	148.033149337267	1.31208302446256	143.875394298636	0.0637662503653903	0.0911727739941737	1.02889830508475	0.860206717429115	1.2299207211814	133	102	1
SPBC30D10.12c	92	436	1	100	2309	300	0.92	100.88184991873	0.188826331745344	20.7055974563458	0.167406923329524	0.265705691292107	4.87220183486239	3.86542585967872	6.13514441193474	30	162	2.73410868277065e-19
SPBC30D10.10c	37	2895	35	100	7291	300	0.37	40.5720483368805	0.397064874502812	43.5398250843391	0.00910781710451276	0.0178549219860035	0.931837651122625	0.664050945090025	1.30180236199952	38	99	1
SPBC30D10.09c	18	255	76	100	737	300	0.18	19.7377532449689	0.345997286295794	37.9400503351957	0.0423956389037277	0.116036555545607	0.520235294117647	0.312455858720473	0.855189414371126	30	88	1
SPBC30D10.07c	20	1132	136	100	2750	300	0.2	21.9308369388543	0.411636363636364	45.1376498450601	0.0110451722134942	0.0279458424225859	0.485865724381625	0.30374223587109	0.768510666621112	34	86	1
SPBC30D10.21	78	227	87	100	411	300	0.78	85.5302640615318	0.552311435523114	60.5632601596098	0.263435133660095	0.447694560110488	1.41224669603524	1.08271839934299	1.84002464205411	63	115	1
SPBC30D10.05c	59	622	185	100	788	300	0.59	64.6959689696202	0.789340101522843	86.5544452789808	0.0719383875981257	0.124810170190431	0.747459807073955	0.566874494273231	0.9835041411006	70	89	1
SPNCRNA.1579	87	64	103	100	688	300	0.87	95.3991406840162	0.0930232558139535	10.2003892738857	0.972796947940618	1.90087849388286	9.3525	6.69284300183145	13.078044037914	15	172	1.2936728643835e-26
SPBC30D10.03c	67	436	25	100	1456	300	0.67	73.4683037451619	0.299450549450549	32.8360058562516	0.117786486825373	0.200151025771524	2.23743119266055	1.71497124817743	2.91419893523339	38	129	0.0134697347774922
SPBC1778.02	16	618	24	100	2233	300	0.16	17.5446695510834	0.276757725033587	30.3476426963994	0.015217646842684	0.0433630336167517	0.578122977346278	0.339810053997133	0.968296540662065	25	91	1
SPBC1778.04	0	12	1	100	1624	300	0	0	0.00738916256157635	0.81025259626309	0.00771806013949717	0.431135285113533	0	0.125341296665434	7.00163703024378	0	100	1
SPBC1778.07	23	322	39	100	1184	300	0.23	25.2204624796824	0.271959459459459	29.8214927969218	0.0456492501209067	0.110783900079705	0.845714285714286	0.540487121431535	1.3116813769437	26	97	1
SPBC1778.09	75	1697	32	100	1746	300	0.75	82.2406385207036	0.971935853379152	106.576833577422	0.0348187131230314	0.0560132915132681	0.771655863288156	0.607934731128128	0.97799206982166	86	89	1
SPBC4C3.10c	2	2436	144	100	1631	300	0.02	2.19308369388543	1.49356223175966	163.775348813762	0.000142123934178666	0.0033139097620563	0.0133908045977011	0.00231804136645405	0.0540498682191383	61	41	1
SPNCRNA.23	16	5	27	100	34	300	0.16	17.5446695510834	0.147058823529412	16.1256153962164	1.10306078806446	9.96835611214117	1.088	0.375040667941916	3.389241078128	14	102	1
SPNCRNA.1580	16	117	24	100	1298	300	0.16	17.5446695510834	0.0901386748844376	9.88408290387501	0.0781406274955331	0.235857314785208	1.77504273504274	1.01426534489202	3.061427945912	9	107	1
SPNCRNA.412	10	4	48	100	294	300	0.1	10.9654184694272	0.0136054421768707	1.49189366930982	0.724232255837934	9.4364946705636	7.35	2.12924283216353	27.743294331457	1	109	1
SPBC4C3.05c	50	4542	12	100	5164	300	0.5	54.8270923471358	0.879550735863672	96.4464188383775	0.00824256714034438	0.0146606811227072	0.56847203874945	0.425646167127384	0.757077573176598	70	80	1
SPBC4C3.04c	26	121	20	100	461	300	0.26	28.5100880205106	0.262472885032538	28.7812502125962	0.137383310195291	0.333864525012408	0.990578512396694	0.633337060000292	1.5391154603072	26	100	1
SPBC405.01	190	5545	72	100	2522	300	1.9	208.342950919116	2.19865186360032	241.091377529633	0.0295693393302789	0.0396917535216039	0.864165915238954	0.745738737909634	1.00102602381485	199	91	1
SPBC405.05	18	212	4	100	947	300	0.18	19.7377532449689	0.223864836325238	24.5477161089605	0.0508196716998423	0.140068831885006	0.804056603773585	0.481262290997506	1.326451837951	21	97	1
SPNCRNA.413	0	5	198	100	115	300	0	0	0.0434782608695652	4.76757324757702	0.0190383591688732	1.16008855872718	0	0.0218941130442042	1.33410184253626	4	96	1
SPBC405.06	52	1005	18	100	2171	300	0.52	57.0201760410212	0.462920313219714	50.7611495245246	0.0387442578940477	0.0689181961246453	1.12330348258706	0.841137838879776	1.49621403786605	48	104	1
SPBC405.07	60	693	67	100	354	300	0.6	65.7925108165629	1.95762711864407	214.662005630311	0.0658896035293858	0.113533683508703	0.306493506493506	0.233249196494026	0.401909239620809	105	55	1
SPNCRNA.415	2	32	6	100	642	300	0.02	2.19308369388543	0.0498442367601246	5.4656291436397	0.0103607343252721	0.266746389187881	0.40125	0.0665159143682467	1.71251181858619	4	98	1
SPBC609.01	6	950	12	100	5766	300	0.06	6.57925108165629	0.164758931668401	18.0665063231977	0.00256035139085372	0.0145423040487206	0.364168421052632	0.147629861196625	0.838509251449233	14	92	1
SPBC609.02	3	53	29	100	1013	300	0.03	3.28962554082815	0.052319842053307	5.73708962368844	0.0141350369061097	0.187704089695948	0.573396226415094	0.143187923858891	1.90144242861995	5	98	1
SPBC609.03	28	1665	37	100	2560	300	0.28	30.703171714396	0.650390625	71.3180537171727	0.0113524296250591	0.0247434509921083	0.430510510510511	0.290622198401512	0.633432345397972	50	78	1
