V4	ePRO_Lsk1as_Cdk9as_3MBPP1r1_pr_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r1term_counts	ePRO_Lsk1as_Cdk9as_3MBPP1r1pr_map	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_map	ePRO_Lsk1as_Cdk9as_3MBPP1r1term_map	ePRO_Lsk1as_Cdk9as_3MBPP1r1pr_density	ePRO_Lsk1as_Cdk9as_3MBPP1r1pr_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_density	ePRO_Lsk1as_Cdk9as_3MBPP1r1gb_densityRPKM	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_low	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_high	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_low_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r1pause_index_CI_high_scaled	ePRO_Lsk1as_Cdk9as_3MBPP1r1_ExpPR	ePRO_Lsk1as_Cdk9as_3MBPP1r1_ExpGB	ePRO_Lsk1as_Cdk9as_3MBPP1r1Fexact_Pval
SPBC17G9.06c	16	175	42	100	1151	300	0.16	54.8747466758765	0.152041702867072	52.1453120562467	0.0528402075319931	0.155833117777676	1.05234285714286	0.60819078869324	1.79363918562105	15	101	1
SPBC17G9.07	75	572	267	100	369	300	0.75	257.225375043171	1.55013550135501	531.64558093837	0.102281171840892	0.167847396285451	0.483828671328671	0.37741752409289	0.619356892293316	106	69	1
SPBC17G9.08c	4	813	4	100	3089	290	0.04	13.7186866689691	0.263191971511816	90.2662047739713	0.00157199318002454	0.0135707073876433	0.151980319803198	0.0485588693309582	0.419199151204302	21	83	1
SPBC17G9.09	6	747	181	100	1490	300	0.06	20.5780300034537	0.501342281879195	171.943941975167	0.00325370636315497	0.0185091802402039	0.119678714859438	0.048480224811009	0.275786785579038	35	71	1
SPBC17G9.10	78	301	426	100	388	300	0.78	267.514390044898	0.775773195876289	266.06473501029	0.200394977612753	0.334690235292782	1.00544850498339	0.777532513137481	1.29859811293599	77	101	1
SPBC17G9.11c	24	1105	11	100	3703	300	0.24	82.3121200138147	0.298406697272482	102.343699495077	0.0141669006012712	0.0330160611441108	0.80427149321267	0.524600329265074	1.22258474416642	28	96	1
SPBC17G9.12c	12	150	123	100	1936	300	0.12	41.1560600069074	0.0774793388429752	26.5728693226416	0.0423149659085952	0.147752453833631	1.5488	0.819217739990403	2.86048750621909	8	104	1
SPBC17G9.13c	1	113	64	100	1144	300	0.01	3.42967166724228	0.0987762237762238	33.8770016082498	0.000458276089883442	0.0582144062280202	0.101238938053097	0.00524267846826658	0.665972807248551	9	92	1
SPBC1815.01	387	2899	261	100	1257	300	3.87	1327.28293522276	2.30628480509149	790.979965261366	0.119882428398975	0.148633859694478	1.67802345636426	1.50692212497511	1.86832761635959	339	148	0.0190235468417691
SPBC1826.01c	1	1051	21	100	6174	288	0.01	3.42967166724228	0.170229996760609	58.3832996804606	4.96243694905142e-05	0.00618832422787569	0.058744053282588	0.00306380857234434	0.382067137829045	14	87	1
SPBC1861.01c	10	542	11	100	2820	300	0.1	34.2967166724228	0.192198581560284	65.9178029661459	0.0093178862092369	0.0353878704447688	0.520295202952029	0.262764391100481	0.99793794654248	17	93	1
SPBC1861.02	7	848	145	100	2571	300	0.07	24.007701670696	0.329832749902762	113.121803727011	0.00360512411803781	0.0178957658742844	0.212228773584906	0.092687741074752	0.460100140627852	26	81	1
SPBC1861.03	52	595	7	100	4803	300	0.52	178.342926696599	0.12388090776598	42.4870839477234	0.065118529040044	0.116992715845905	4.19757983193277	3.12764294979331	5.61916014207884	16	136	6.38675001089328e-10
SPBC1861.04c	0	229	7	100	3566	300	0	0	0.0642176107683679	22.0245320190264	0.000397286442252844	0.0209967481635825	0	0.0141672345307364	0.748744039513352	6	94	1
SPBC1861.05	6	296	9	100	3848	300	0.06	20.5780300034537	0.0769230769230769	26.3820897480175	0.00816779119033328	0.0469799466065499	0.78	0.314296605004025	1.80778834542004	7	99	1
SPBC1861.06c	0	0	3	100	1368	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC1861.07	2	7	10	100	313	300	0.02	6.85934333448456	0.0223642172523962	7.67019222705941	0.0410868912536841	1.48812327873763	0.894285714285714	0.128601969624031	4.65782586244879	2	100	1
SPBC1861.08c	10	156	19	100	785	300	0.1	34.2967166724228	0.198726114649682	68.1565324955154	0.031888699768952	0.124921197335938	0.503205128205128	0.250326293186273	0.980631399087111	18	92	1
SPBC1861.09	34	537	50	100	1834	300	0.34	116.608836686238	0.292802617230098	100.421684040845	0.0440399108026938	0.0905786679223366	1.16119180633147	0.807691964121404	1.66121276969565	30	104	1
SPBC18A7.01	3	39	7	100	1331	300	0.03	10.2890150017268	0.0293012772351615	10.0493760347445	0.0189841980592871	0.258723898903967	1.02384615384615	0.252679676169111	3.4436150944118	2	101	1
SPBC18A7.02c	5	318	3	100	3156	300	0.05	17.1483583362114	0.100760456273764	34.5575282060534	0.0057455833638951	0.0393232109386582	0.49622641509434	0.181330610964529	1.24104053722405	9	96	1
SPBC18E5.01	12	311	13	100	1637	300	0.12	41.1560600069074	0.189981673793525	65.1574763904917	0.0206630718017672	0.0703467988120691	0.631639871382637	0.33825448539493	1.15157709655357	17	95	1
SPBC18E5.02c	44	567	42	100	1803	300	0.44	150.90555335866	0.314475873544093	107.854899352544	0.0563812207082877	0.106455660839622	1.39915343915344	1.01655340937043	1.91939556493838	34	110	1
SPBC18E5.03c	34	111	66	100	1520	300	0.34	116.608836686238	0.0730263157894737	25.0456286226245	0.204684903829406	0.456529844308415	4.65585585585586	3.11121053820696	6.9392536334879	9	125	1.66225386867754e-06
SPBC18E5.04	15	129	486	39	418	300	0.384615384615385	131.910448740088	0.308612440191388	105.84393422829	0.065490849782555	0.203110972301944	1.24627310673822	0.701927569464307	2.17693298518494	12	42	1
SPBC18E5.05c	3	98	3	100	1078	281	0.03	10.2890150017268	0.0909090909090909	31.1788333385662	0.00776228041587097	0.0996813395312903	0.33	0.083677382883089	1.07456484014731	8	95	1
SPBC18E5.06	11	238	422	100	269	300	0.11	37.7263883396651	0.884758364312268	303.443069443741	0.0239547819808973	0.0867830946881961	0.124327731092437	0.0644383635286138	0.233446524711248	52	59	1
SPBC18E5.07	105	894	46	100	1813	300	1.05	360.115525060439	0.493105350248207	169.118944871186	0.0954308943486285	0.144423438868546	2.12936241610738	1.73016211454064	2.61839694668674	67	138	0.00117659241926244
SPBC18E5.08	37	193	11	100	1773	300	0.37	126.897851687964	0.108855047941342	37.3337073760722	0.132676821916632	0.275914030640627	3.39901554404145	2.35236005258188	4.89195576325832	13	124	0.000269866961735675
SPBC18E5.09c	10	26	28	100	186	300	0.1	34.2967166724228	0.139784946236559	47.9416469614512	0.173596228683436	0.832554888179174	0.715384615384616	0.32288898535119	1.54855209201326	13	97	1
SPBC18E5.10	1	42	1	100	2836	300	0.01	3.42967166724228	0.0148095909732017	5.07920345642369	0.00121663271361786	0.160036851469115	0.675238095238095	0.0345037037582024	4.5386451076641	1	100	1
SPBC18E5.11c	29	368	0	100	3198	300	0.29	99.4604783500261	0.115071919949969	39.4658903547579	0.0529537937249763	0.116550010530325	2.52016304347826	1.69346232332474	3.72726933675979	13	116	0.43490069806012
SPBC18E5.12c	19	461	45	100	1374	300	0.19	65.1637616776033	0.33551673944687	115.071225516644	0.0252898071348115	0.0663677436627171	0.566290672451193	0.34748195003231	0.911892797925733	29	90	1
SPBC18E5.13	1	30	13	100	730	300	0.01	3.42967166724228	0.0410958904109589	14.0945410982559	0.00168902937199498	0.227153129587376	0.243333333333333	0.0123299144155633	1.65821784598785	3	98	1
SPBC18E5.14c	9	15	28	100	183	300	0.09	30.8670450051805	0.0819672131147541	28.1120628462482	0.243011025815927	1.45353064142886	1.098	0.444710177243146	2.65996107381481	8	101	1
SPBC18E5.15	2	1	2	100	142	300	0.02	6.85934333448456	0.00704225352112676	2.41526173749456	0.143294171183347	55.6482554667983	2.84	0.203477723080353	79.0205227628535	0	102	1
SPBC18H10.02	77	1228	111	100	2456	300	0.77	264.084718377656	0.5	171.483583362114	0.0494542507106923	0.079388610910265	1.54	1.2145963974546	1.94978428395611	59	118	1
SPBC18H10.03	17	567	215	100	1354	274	0.17	58.3044183431188	0.418759231905465	143.620667306231	0.0179064326387655	0.0494917917640942	0.405961199294533	0.242453097928885	0.670118860485835	34	83	1
SPBC18H10.04c	112	1371	42	100	1600	264	1.12	384.123226731135	0.856875	293.879990986823	0.0670478367537908	0.0994549503447837	1.30707512764406	1.07276538806065	1.59127920551654	97	115	1
SPBC18H10.05	23	246	24	100	2532	300	0.23	78.8824483465724	0.0971563981042654	33.3214545869511	0.0594745412612788	0.145704507675381	2.36731707317073	1.50589538473558	3.68923813434066	10	113	1
SPBC18H10.06c	6	75	23	100	1078	300	0.06	20.5780300034537	0.0695732838589982	23.8613520448211	0.0314282725247329	0.190625550184292	0.8624	0.338796777816621	2.05494343098667	6	100	1
SPBC18H10.07	1	96	7	100	3403	300	0.01	3.42967166724228	0.0282104025859536	9.67524184705433	0.000538670895318782	0.0686779297793512	0.354479166666667	0.0183309705676982	2.33710995039132	2	99	1
SPBC18H10.08c	11	246	27	100	2377	300	0.11	37.7263883396651	0.103491796381994	35.4942881843332	0.0231867150796098	0.0839192748504553	1.06288617886179	0.551148217442326	1.99476116319532	10	101	1
SPBC18H10.09	2	76	12	100	2700	300	0.02	6.85934333448456	0.0281481481481481	9.6538906189042	0.00447357636740423	0.108703657278664	0.710526315789474	0.120786561919914	2.93499874652393	2	100	1
SPBC18H10.10c	7	78	17	100	2310	300	0.07	24.007701670696	0.0337662337662338	11.5807095257532	0.0379560584954742	0.201415220906042	2.07307692307692	0.876784951245453	4.65269160292957	3	104	1
SPBC18H10.11c	17	22	17	100	1152	300	0.17	58.3044183431188	0.0190972222222222	6.54972019785852	0.392513327162633	1.51458309869799	8.90181818181818	4.52175352891353	17.4479972970008	2	115	3.76625476132728e-05
SPBC18H10.12c	64	1405	299	100	1119	300	0.64	219.498986703506	1.25558534405719	430.624548031761	0.0351579812304076	0.0589049674136714	0.509722419928826	0.393417809968261	0.659146585358983	91	73	1
SPBC18H10.13	28	75	533	96	346	300	0.291666666666667	100.032090294567	0.216763005780347	74.342593943113	0.236195494521469	0.587138616523019	1.34555555555556	0.851287928171127	2.11614543038505	22	102	1
SPBC18H10.14	58	359	616	100	613	300	0.58	198.920956700052	0.585644371941272	200.856790952688	0.121187694467825	0.214938727836603	0.990362116991643	0.742880567087765	1.31757440163838	58	100	1
SPBC18H10.15	12	40	14	100	1489	300	0.12	41.1560600069074	0.0268636668905306	9.21335572126872	0.149168280558776	0.591687704841695	4.467	2.22111569752017	8.81022992509283	2	110	0.756069815172015
SPBC18H10.16	6	770	0	100	4895	284	0.06	20.5780300034537	0.157303370786517	53.9498913948224	0.00315684701318047	0.0179542808487347	0.381428571428571	0.154527661295184	0.878862047545563	14	92	1
SPBC18H10.17c	2	43	11	100	965	300	0.02	6.85934333448456	0.044559585492228	15.2824747866754	0.00779588264304348	0.195667063440159	0.448837209302326	0.0752302675053696	1.88818716219753	4	98	1
SPBC18H10.18c	0	27	45	35	503	292	0	0	0.0536779324055666	18.4097683927518	0.00339432100419189	0.183491530730493	0	0.0487812418602435	2.63703542735537	1	34	1
SPBC18H10.19	16	235	16	100	1880	300	0.16	54.8747466758765	0.125	42.8708958405285	0.0395840391875121	0.115331832809186	1.28	0.744179936725227	2.16823845681269	12	104	1
SPBC18H10.20c	14	874	57	100	1861	300	0.14	48.0154033413919	0.46963997850618	161.071092808692	0.00907502604190763	0.0277353549062708	0.298100686498856	0.168886234639901	0.5161549548057	36	78	1
SPBC1921.01c	9	124	390	100	450	300	0.09	30.8670450051805	0.275555555555556	94.5065081640095	0.0345342814625774	0.14712525108017	0.326612903225806	0.155404266581598	0.662063629860764	23	86	1
SPBC1921.02	2	156	13	100	1244	300	0.02	6.85934333448456	0.12540192926045	43.0087443802087	0.0022003627673571	0.0523146397279398	0.159487179487179	0.0273725128259223	0.650794118215571	11	91	1
SPBC1921.03c	11	585	51	100	1788	300	0.11	37.7263883396651	0.327181208053691	112.212411931585	0.00983060348122758	0.0349872851475014	0.336205128205128	0.175771190244349	0.625572658437325	27	84	1
SPBC1921.04c	1	1	3	100	256	300	0.01	3.42967166724228	0.00390625	1.33971549501652	0.027408528703162	36.4849938072245	2.56	0.0701658334800947	93.4015841464947	0	101	1
SPBC1921.05	376	1159	2	100	4869	300	3.76	1289.5565468831	0.238036557814746	81.6387238105115	0.288287880108309	0.365036622733022	15.7958930112166	14.0367368824736	17.7736331608709	91	385	6.25675228341131e-154
SPBC1921.06c	128	961	332	100	1403	300	1.28	438.997973407012	0.68496079828938	234.919064306474	0.110267685583205	0.160786046230357	1.86872008324662	1.54705562873237	2.25582822861191	92	136	0.0320827678656944
SPBC1921.07c	11	83	22	100	1112	300	0.11	37.7263883396651	0.0746402877697842	25.5991680198839	0.0668902891072638	0.255915524982959	1.47373493975904	0.743820014872774	2.84578063781051	7	104	1
SPBC19C2.01	7	555	22	100	3184	300	0.07	24.007701670696	0.174309045226131	59.7822793756114	0.00549872266506196	0.0273948192043256	0.401585585585586	0.175079329655573	0.872251043465726	15	92	1
SPBC19C2.02	12	28	14	100	1213	300	0.12	41.1560600069074	0.023083264633141	7.91680186997394	0.206067488410621	0.876571258901602	5.19857142857143	2.49959863442083	10.6328093704764	2	110	0.293449425828698
SPBC19C2.03	10	51	48	100	350	300	0.1	34.2967166724228	0.145714285714286	49.9752157226732	0.0935517944717714	0.399518365545125	0.686274509803922	0.3274312806512	1.39831427940794	13	97	1
SPBC19C2.04c	5	239	26	100	2093	300	0.05	17.1483583362114	0.114190157668419	39.1634748433304	0.00762600952880355	0.0524631226979568	0.437866108786611	0.159612379437858	1.09805315806824	10	95	1
SPBC19C2.05	2	460	30	100	3590	300	0.02	6.85934333448456	0.128133704735376	43.9456536749707	0.000750737633530722	0.0176056131333618	0.156086956521739	0.0269514810437529	0.63204151148769	11	91	1
SPBC19C2.06c	1	60	0	100	2599	300	0.01	3.42967166724228	0.0230858022316275	7.91767218293716	0.000857068701558265	0.11087817119528	0.433166666666667	0.0222752155534993	2.88172366936532	2	99	1
SPBC19C2.07	127	1642	657	100	1079	300	1.27	435.56830173977	1.52177942539388	521.920377906564	0.0642910378811231	0.0929866015612765	0.834549330085262	0.693700298737318	1.00332543084617	136	91	1
SPBC19C2.08	257	384	44	100	1187	300	2.57	881.425618481266	0.323504633529907	110.951467583912	0.569690839611722	0.786175762167725	7.94424479166667	6.76223026619113	9.33190629693089	87	270	3.60330929793678e-59
SPBC19C2.09	31	755	33	100	3098	300	0.31	106.319821684511	0.243705616526791	83.5830248149749	0.0281645359540157	0.0595167299710015	1.27202649006623	0.872537323855405	1.84382829450163	25	106	1
SPBC19C2.10	1	157	17	100	1913	300	0.01	3.42967166724228	0.0820700470465238	28.1473315084704	0.000330578476845718	0.0417502948353405	0.121847133757962	0.00632396626205859	0.798683140200065	7	94	1
SPBC19C2.11c	31	1405	29	100	1590	300	0.31	106.319821684511	0.883647798742138	303.062181916692	0.015188005905178	0.0318681237564739	0.350818505338078	0.241489293892329	0.506703167727934	61	70	1
SPBC19C2.12	10	93	39	100	834	300	0.1	34.2967166724228	0.111510791366906	38.2445401742844	0.0527451003329092	0.212686958923465	0.896774193548387	0.439894136776463	1.7738092374217	11	99	1
SPBC19C2.13c	1	218	41	100	1162	300	0.01	3.42967166724228	0.187607573149742	64.3432378191753	0.000238459769086667	0.029990893565503	0.053302752293578	0.00277090251678707	0.348494183231145	15	86	1
SPBC19C2.14	13	151	87	100	1537	300	0.13	44.5857316741496	0.0982433311646064	33.6942369390751	0.0467040101238864	0.155457623608428	1.32324503311258	0.717840635604134	2.38938367486154	10	103	1
SPBC19C2.15c	2	83	19	100	659	300	0.02	6.85934333448456	0.125948406676783	43.1961681913671	0.00410270303018353	0.0993360932693825	0.158795180722892	0.0270368129689094	0.654624854645231	11	91	1
SPBC19C7.01	3	53	130	100	1205	300	0.03	10.2890150017268	0.0439834024896266	15.0848629347586	0.0141350369061097	0.187704089695948	0.682075471698113	0.170327194718622	2.26183428083618	4	99	1
SPBC19C7.02	5	771	17	100	6009	300	0.05	17.1483583362114	0.128307538691962	44.0052730145415	0.0023801800556066	0.0161408557853994	0.389688715953307	0.143025019541401	0.969904024144653	11	94	1
SPBC19C7.03	18	816	5	100	5224	300	0.18	61.734090010361	0.156202143950995	53.5722067471229	0.0134063666886503	0.0358220508165555	1.15235294117647	0.700348595815092	1.87134393465686	15	103	1
SPBC19C7.04c	37	299	18	100	1221	300	0.37	126.897851687964	0.244881244881245	83.9862267408224	0.0865745519213278	0.1761412268163	1.5109364548495	1.05707527895941	2.15068437942703	26	111	1
SPBC19C7.05	29	265	74	100	1188	300	0.29	99.4604783500261	0.223063973063973	76.5036188400004	0.0731176674365025	0.16279580392818	1.30007547169811	0.86863788914565	1.93401415066678	23	106	1
SPBC19C7.06	15	888	149	100	2149	300	0.15	51.4450750086342	0.413215449046068	141.71933180601	0.0097681429729518	0.0287091171967396	0.363006756756757	0.209917392488734	0.616958928557934	33	82	1
SPBC19C7.07c	49	113	10	100	1026	300	0.49	168.053911694872	0.110136452241715	37.7731869783994	0.305775130366512	0.613714591954604	4.44902654867257	3.13725283756041	6.29671171345424	14	135	1.48389870159173e-08
SPBC19C7.08c	27	211	86	100	1775	300	0.27	92.6011350155416	0.11887323943662	40.7696181289082	0.0838882278292382	0.193891875654859	2.27132701421801	1.48901604396898	3.44158079287375	13	114	1
SPBC19C7.09c	3	271	34	100	2902	300	0.03	10.2890150017268	0.0933838731909028	32.0276024060185	0.00283998188573082	0.0355542886673203	0.321254612546125	0.0824162743239084	1.03178545712564	8	95	1
SPBC19C7.10	28	369	40	100	1801	300	0.28	96.0308066827838	0.204886174347585	70.2692307169573	0.0506411332633789	0.112958172177463	1.36661246612466	0.912046810073454	2.03437668091612	21	107	1
SPBC19C7.11	9	232	11	100	2450	300	0.09	30.8670450051805	0.0946938775510204	32.4768908898044	0.0186751140411462	0.0776651909298444	0.950431034482759	0.457540294008082	1.90279717778119	9	100	1
SPBC19C7.12c	24	1121	3	100	4379	300	0.24	82.3121200138147	0.255994519296643	87.7977149801004	0.0139656171293222	0.0325426341232368	0.937520071364853	0.611554374093019	1.42504194825654	25	99	1
SPBC19F5.01c	0	365	33	100	3331	300	0	0	0.109576703692585	37.5812116044261	0.00024916621699842	0.0131538715172322	0	0.00829972668821736	0.438155460239004	9	91	1
SPBC19F5.02c	12	1044	32	100	2632	300	0.12	41.1560600069074	0.396656534954407	136.040167955963	0.00620624138150299	0.020776767861267	0.302528735632184	0.163348273161159	0.546844530108548	31	81	1
SPBC19F5.03	26	641	41	100	2070	300	0.26	89.1714633482993	0.309661835748792	106.203842449387	0.026826582412212	0.0608724789293832	0.839625585023401	0.555310255932788	1.26006031383823	29	97	1
SPBC19F5.04	117	1166	72	100	1988	300	1.17	401.271585067347	0.586519114688129	201.15679899419	0.0825769830248846	0.121840538553343	1.99481989708405	1.64163042253471	2.42218990644045	80	137	0.00457052466932429
SPBC19F5.05c	6	1089	15	100	2043	300	0.06	20.5780300034537	0.533039647577093	182.815097681196	0.00223433193126529	0.0126813074232502	0.112561983471074	0.0456474013557499	0.259079110657001	36	70	1
SPBC19F8.01c	5	76	8	100	2505	300	0.05	17.1483583362114	0.0303393213572854	10.405391086244	0.0234861155934447	0.168853849220142	1.64802631578947	0.588327195615789	4.22978892296456	3	102	1
SPBC19F8.02	1	11	7	100	464	300	0.01	3.42967166724228	0.0237068965517241	8.1306871421692	0.00438460787950623	0.673532041142035	0.421818181818182	0.0203445805609089	3.12518867089904	2	99	1
SPBC19F8.03c	52	271	51	100	2117	300	0.52	178.342926696599	0.128011336797355	43.9036854899697	0.14097353841166	0.260556103625594	4.06214022140221	2.98440980817483	5.51597271375383	17	135	6.77488609372202e-09
SPBC19F8.04c	1	63	27	100	907	300	0.01	3.42967166724228	0.0694597574421169	23.8224162112749	0.000816834141197491	0.105477585460253	0.143968253968254	0.00740868566066124	0.956681700124493	6	95	1
SPBC19F8.05	49	547	3	100	3468	300	0.49	168.053911694872	0.157727797001153	54.0954556511398	0.0661130463519666	0.121037129060487	3.10661791590494	2.2928004474862	4.19756763581769	20	129	2.53775088302542e-05
SPBC19F8.06c	2	14	0	100	3502	300	0.02	6.85934333448456	0.00399771559109081	1.37108518964569	0.0224451794089099	0.655283897988541	5.00285714285714	0.786030182900026	22.9480421075587	0	102	1
SPBC19F8.07	14	198	22	100	1159	300	0.14	48.0154033413919	0.17083692838654	58.5914573006015	0.0394538789141151	0.124376363965057	0.819494949494949	0.457270456614594	1.44152205835501	16	98	1
SPBC19F8.08	68	141	236	100	600	300	0.68	233.217673372475	0.235	80.5972841801936	0.357330272649089	0.650157026432785	2.8936170212766	2.14398163589453	3.90094215859671	31	137	7.20504973028858e-05
SPBC19G7.01c	4	242	0	100	3870	300	0.04	13.7186866689691	0.0625322997416021	21.4465256711274	0.00524887817777787	0.0459067975940545	0.639669421487603	0.203131585480004	1.77659306688991	6	98	1
SPBC19G7.02	2	88	45	100	947	300	0.02	6.85934333448456	0.0929250263991552	31.8702330218924	0.00387333776376311	0.0935759155614898	0.215227272727273	0.0366805086228367	0.886163920367309	8	94	1
SPBC19G7.03c	36	333	335	100	291	300	0.36	123.468180020722	1.14432989690722	392.467582540096	0.0754394281628761	0.154245303339742	0.314594594594595	0.21952873595397	0.448853832718648	72	64	1
SPBC19G7.04	21	242	17	100	1878	300	0.21	72.0231050120879	0.128860489882854	44.1949171178185	0.054060377571941	0.137902901084449	1.6296694214876	1.01525389080105	2.58981648236595	13	108	1
SPBC19G7.05c	10	1943	25	100	6240	300	0.1	34.2967166724228	0.311378205128205	106.792500792496	0.00261086054940926	0.00982528926738409	0.321152856407617	0.162917698283138	0.613098050284767	26	84	1
SPBC19G7.06	4	478	59	100	3399	300	0.04	13.7186866689691	0.140629596940277	48.2313344201768	0.00266883302583833	0.0231290124199306	0.284435146443515	0.0907136345482448	0.78615513215344	12	92	1
SPBC19G7.07c	19	224	0	100	4023	300	0.19	65.1637616776033	0.0556798409147402	19.0963572821842	0.0515161506187698	0.138037651935403	3.41236607142857	2.07249473939311	5.55325473736127	6	113	0.155401521353498
SPBC19G7.08c	23	280	43	100	1798	300	0.23	78.8824483465724	0.155728587319244	53.4097923708475	0.0523777129125194	0.127698129400211	1.47692857142857	0.941751278167099	2.29601236661579	16	107	1
SPBC19G7.09	13	347	30	100	1911	300	0.13	44.5857316741496	0.181580324437467	62.2760894051843	0.0206085122879459	0.0666733094048646	0.715936599423631	0.393828669822647	1.27412694272696	17	96	1
SPBC19G7.10c	3	713	40	100	2578	300	0.03	10.2890150017268	0.276570985259891	94.8547672127132	0.00108390505752741	0.0134482435532468	0.108471248246844	0.0279430723830567	0.346695718802703	22	81	1
SPBC19G7.13	2	248	30	100	2392	300	0.02	6.85934333448456	0.103678929765886	35.5584687908062	0.00138880045824035	0.0327659262583535	0.192903225806452	0.0332201069611091	0.783760956099817	9	93	1
SPBC19G7.14c	10	141	3	100	1408	300	0.1	34.2967166724228	0.100142045454545	34.3454335995143	0.0352027148361629	0.138536213159413	0.998581560283688	0.495654224893174	1.95058988128454	10	100	1
SPBC19G7.15	24	297	14	100	1502	300	0.24	82.3121200138147	0.197736351531292	67.817076243073	0.0520598217589268	0.124403330422387	1.21373737373737	0.781938522819081	1.86853802294426	20	104	1
SPBC19G7.16	7	288	34	100	1458	300	0.07	24.007701670696	0.197530864197531	67.7466008344154	0.0105469954059391	0.0530579116173981	0.354375	0.153775193018592	0.773584351381665	17	90	1
SPBC19G7.17	9	619	54	100	2035	300	0.09	30.8670450051805	0.304176904176904	104.3226910085	0.00705930900726706	0.0288476018397247	0.295880452342488	0.143656938297885	0.587048697438398	25	84	1
SPBC19G7.18c	7	23	4	100	926	300	0.07	24.007701670696	0.0248380129589633	8.5186229315953	0.119006582197197	0.745207834956032	2.81826086956522	1.10200095114604	6.90062455169285	2	105	1
SPBC19G7.19	30	117	388	100	260	300	0.3	102.890150017268	0.45	154.335225025903	0.168136161244996	0.389027073099488	0.666666666666667	0.43715401923699	1.01147039005867	40	90	1
SPBC1A4.01	26	40	8	100	932	300	0.26	89.1714633482993	0.0429184549356223	14.7196208894518	0.385518471435868	1.09216182481923	6.058	3.59303215378229	10.1789482073152	5	121	7.18019557347366e-06
SPBC1A4.02c	11	198	36	100	1079	300	0.11	37.7263883396651	0.183503243744208	62.9355875916563	0.0287099904171457	0.104636058322512	0.599444444444444	0.309780796601002	1.12902306929991	17	94	1
SPBC1A4.03c	0	700	4	100	6481	300	0	0	0.108008023453171	37.043205787218	0.000129884514268832	0.00685065729231743	0	0.00841781536976298	0.443991099115093	9	91	1
SPBC1A4.04	0	582	92	100	2194	300	0	0	0.265268915223336	90.9785282741571	0.000156228546764467	0.00824178522387099	0	0.0034276543160124	0.180824767811729	20	80	1
SPBC1A4.05	58	350	6	100	3908	300	0.58	198.920956700052	0.0895598771750256	30.7160973268884	0.12423890095005	0.220582582958261	6.47611428571429	4.85525624912794	8.62036734200884	12	146	2.87335795452273e-18
SPBC1A4.06c	15	25	14	100	1392	300	0.15	51.4450750086342	0.0179597701149425	6.1596114713403	0.301643612422248	1.18294686235057	8.352	4.1988790849177	16.4666203239199	2	113	0.000298542864174567
SPBC1A4.07c	29	480	79	100	1671	300	0.29	99.4604783500261	0.287253141831239	98.5183961864928	0.0407387111020673	0.0890400521419146	1.0095625	0.680743862515544	1.48785927129139	28	101	1
SPBC1A4.08c	21	754	84	100	1860	300	0.21	72.0231050120879	0.405376344086022	139.030776188209	0.0175814500185671	0.0436650308024543	0.518037135278515	0.327014970345348	0.81216957292565	34	87	1
SPBC1A4.09	9	479	0	100	4815	300	0.09	30.8670450051805	0.0994807892004154	34.1186444155566	0.00910888692789862	0.0373381877787672	0.904697286012526	0.438592905578319	1.79783374154764	9	100	1
SPBC1A4.10c	10	417	17	100	2887	300	0.1	34.2967166724228	0.14444059577416	49.5383818926232	0.0120886611678794	0.0460851294272882	0.692326139088729	0.348999647916677	1.33047768656581	13	97	1
SPBC1A4.11c	0	16	25	100	799	300	0	0	0.0200250312891114	6.86792824479055	0.00576104614150375	0.317064970660191	0	0.046030758670615	2.53334911557492	1	99	1
SPBC1D7.01	10	401	187	100	1180	300	0.1	34.2967166724228	0.339830508474576	116.550706657979	0.012566990791772	0.0479400169280072	0.29426433915212	0.148290491342909	0.565692199750485	27	83	1
SPBC1D7.02c	31	1192	53	100	3327	300	0.31	106.319821684511	0.358280733393448	122.878528023829	0.0178888585207455	0.0375906637525864	0.865243288590604	0.595162322985201	1.25064138304855	34	97	1
SPBC1D7.03	22	1536	230	100	1839	300	0.22	75.4527766793302	0.835236541598695	286.458710216647	0.00917104636726276	0.022151940297525	0.2633984375	0.168655542693962	0.407374182071484	55	67	1
SPBC1D7.04	124	698	409	100	580	300	1.24	425.279286738043	1.20344827586207	412.743245471571	0.146061651915626	0.215931328575083	1.03037249283668	0.847157581110633	1.25240170573548	122	102	1
SPBC1D7.05	43	153	24	100	2147	300	0.43	147.475881691418	0.0712622263623661	24.4406038699613	0.197442352738281	0.398885718966452	6.0340522875817	4.23908731329089	8.56407638620972	9	134	4.90292547537107e-12
SPBC1E8.02	1	626	0	100	3019	300	0.01	3.42967166724228	0.207353428287512	71.1154178103235	8.3266374925863e-05	0.0103993141428931	0.0482268370607029	0.0025138118590118	0.313955293973944	17	84	1
